,Order,Family,Species,CVal_Mean,ChromNumber_Mean,CVal_Median,ChromNumber_Median
1016,Perciformes,Scombridae,Scomberomorus commerson,0.91,NA,0.91,NA
1017,Perciformes,Scombridae,Scomberomorus niphonius,0.84,NA,0.84,NA
1018,Perciformes,Scombridae,Scomberomorus regalis,1.1,NA,1.1,NA
1019,Perciformes,Scombridae,Thunnus alalunga,0.91,NA,0.91,NA
1020,Perciformes,Scombridae,Thunnus albacares,0.9,NA,0.9,NA
1021,Perciformes,Scombridae,Thunnus thynnus,0.8,NA,0.8,NA
1022,Perciformes,Serranidae,Aulacocephalus temminckii,1,NA,1,NA
1023,Perciformes,Serranidae,Caprodon longimanus,0.66,NA,0.66,NA
1024,Perciformes,Serranidae,Centropristis striata,1.355,NA,1.355,NA
1025,Perciformes,Serranidae,Cephalopholis argus,1.18,NA,1.18,NA
1026,Perciformes,Serranidae,Cephalopholis boenak,1.2,NA,1.2,NA
1027,Perciformes,Serranidae,Cephalopholis cruentata,1.2,NA,1.2,NA
1028,Perciformes,Serranidae,Cephalopholis cyanostigma,1.23,NA,1.23,NA
1029,Perciformes,Serranidae,Cephalopholis fulva,1.085,NA,1.085,NA
1030,Perciformes,Serranidae,Cephalopholis microprion,1.25,NA,1.25,NA
1031,Perciformes,Serranidae,Dermatolepis inermis,1.2,NA,1.2,NA
1032,Perciformes,Serranidae,Epinephelus caeruleopunctatus,1.33,NA,1.33,NA
1033,Perciformes,Serranidae,Epinephelus cyanopodus,1.03,NA,1.03,NA
1034,Perciformes,Serranidae,Epinephelus guttatus,1.125,NA,1.125,NA
1035,Perciformes,Serranidae,Epinephelus maculatus,1.12,NA,1.12,NA
1036,Perciformes,Serranidae,Epinephelus merra,1.08,NA,1.08,NA
1037,Perciformes,Serranidae,Epinephelus morio,1.3,NA,1.3,NA
1038,Perciformes,Serranidae,Epinephelus ongus,1.03,NA,1.03,NA
1039,Perciformes,Serranidae,Epinephelus quoyanus,0.99,NA,0.99,NA
1040,Perciformes,Serranidae,Epinephelus retouti,1.06,NA,1.06,NA
1041,Perciformes,Serranidae,Epinephelus spilotoceps,0.75,NA,0.75,NA
1042,Perciformes,Serranidae,Epinephelus striatus,1.165,NA,1.165,NA
1043,Perciformes,Serranidae,Mycteroperca interstitialis,1.2,NA,1.2,NA
1044,Perciformes,Serranidae,Mycteroperca tigris,1.2,NA,1.2,NA
1045,Perciformes,Serranidae,Paralabrax nebulifer,1.3,NA,1.3,NA
1046,Perciformes,Serranidae,Plectropomus leopardus,1.04,NA,1.04,NA
1047,Perciformes,Serranidae,Rypticus saponaceus,1.05,NA,1.05,NA
1048,Perciformes,Serranidae,Serranus hepatus,0.81,NA,0.81,NA
1049,Perciformes,Serranidae,Siniperca chuatsi,0.8,48,0.8,48
1050,Perciformes,Serranidae,Trisotropis venenosus,0.92,NA,0.92,NA
1051,Perciformes,Serranidae,Variola louti,1,NA,1,NA
1052,Perciformes,Siganidae,Siganus canaliculatus,0.57,NA,0.57,NA
1053,Perciformes,Siganidae,Siganus corallinus,0.71,NA,0.71,NA
1054,Perciformes,Siganidae,Siganus doliatus,0.67,NA,0.67,NA
1055,Perciformes,Siganidae,Siganus fuscescens,0.58,NA,0.58,NA
1056,Perciformes,Siganidae,Siganus guttatus,0.68,NA,0.68,NA
1057,Perciformes,Siganidae,Siganus spinus,0.595,NA,0.595,NA
1058,Perciformes,Sillaginidae,Sillaginodes punctata,0.63,NA,0.63,NA
1059,Perciformes,Sillaginidae,Sillago analis,0.66,NA,0.66,NA
1060,Perciformes,Sparidae,Acanthopagrus australis,0.73,NA,0.73,NA
1061,Perciformes,Sparidae,Acanthopagrus berda,0.63,NA,0.63,NA
1062,Perciformes,Sparidae,Acanthopagrus butcheri,0.71,NA,0.71,NA
1063,Perciformes,Sparidae,Boops boops,0.735,48,0.735,48
1064,Perciformes,Sparidae,Calamus calamus,0.966666667,NA,0.93,NA
1065,Perciformes,Sparidae,Dentex dentex,1.03,48,1.03,48
1066,Perciformes,Sparidae,Diplodus annularis,0.9,48,0.9,48
1067,Perciformes,Sparidae,Diplodus argenteus,0.856666667,NA,0.81,NA
1068,Perciformes,Sparidae,Diplodus holbrookii,0.94,NA,0.94,NA
1069,Perciformes,Sparidae,Diplodus sargus sargus,0.58,48,0.58,48
1070,Perciformes,Sparidae,Diplodus vulgaris,0.57,48,0.57,48
1071,Perciformes,Sparidae,Lagodon rhomboides,2.6,NA,2.6,NA
1072,Perciformes,Sparidae,Lithognathus mormyrus,0.6,48,0.6,48
1073,Perciformes,Sparidae,Pagellus acarne,0.65,48,0.65,48
1074,Perciformes,Sparidae,Pagrus auratus,0.67,NA,0.67,NA
1075,Perciformes,Sparidae,Pagrus major,0.93,48,0.93,48
1076,Perciformes,Sparidae,Rhabdosargus sarba,0.75,NA,0.75,NA
1077,Perciformes,Sparidae,Sarpa salpa,0.54,48,0.54,48
1078,Perciformes,Sparidae,Sparus aurata,0.95,NA,0.95,NA
1079,Perciformes,Sparidae,Stenotomus chrysops,0.98,NA,0.98,NA
1080,Perciformes,Sphyraenidae,Sphyraena argentea,0.83,NA,0.83,NA
1081,Perciformes,Sphyraenidae,Sphyraena barracuda,0.69,NA,0.69,NA
1082,Perciformes,Sphyraenidae,Sphyraena borealis,1.2,NA,1.2,NA
1083,Perciformes,Sphyraenidae,Sphyraena novaehollandiae,0.66,NA,0.66,NA
1084,Perciformes,Sphyraenidae,Sphyraena obtusata,0.54,NA,0.54,NA
1085,Perciformes,Stichaediae,Cebidichthys violaceus,0.81,NA,0.81,NA
1086,Perciformes,Stromateidae,Peprilus simillimus,0.81,NA,0.81,NA
1087,Perciformes,Stromateidae,Peprilus triacanthus,0.8,NA,0.8,NA
1088,Perciformes,Terapontidae,Pelates octolineatus,0.69,NA,0.69,NA
1089,Perciformes,Terapontidae,Pelates quadrilineatus,0.78,NA,0.78,NA
1090,Perciformes,Terapontidae,Rhynchopelates oxyrhynchus,0.84,NA,0.84,NA
1091,Perciformes,Terapontidae,Terapon jarbua,0.64,NA,0.64,NA
1092,Perciformes,Terapontidae,Terapon puta,0.8,NA,0.8,NA
1093,Perciformes,Terapontidae,Terapon theraps,0.68,NA,0.68,NA
1094,Perciformes,Toxotidae,Toxotes chatereus,0.72,NA,0.72,NA
1095,Perciformes,Trichiuridae,Lepidopus caudatus,0.89,NA,0.89,NA
1096,Perciformes,Tripterygiidae,Bellapiscis lesleyae,1.11,NA,1.11,NA
1097,Perciformes,Tripterygiidae,Bellapiscis medius,0.97,NA,0.97,NA
1098,Perciformes,Tripterygiidae,Blennodon dorsale,0.85,NA,0.85,NA
1099,Perciformes,Tripterygiidae,Forsterygion flavonigrum,1.15,NA,1.15,NA
1100,Perciformes,Tripterygiidae,Forsterygion lapillum,1.25,NA,1.25,NA
1101,Perciformes,Tripterygiidae,Forsterygion malcolmi,1.18,NA,1.18,NA
1102,Perciformes,Tripterygiidae,Forsterygion profundum,0.96,NA,0.96,NA
1103,Perciformes,Tripterygiidae,Forsterygion varium,1.22,NA,1.22,NA
1104,Perciformes,Tripterygiidae,Gilloblennius abditus,1.25,NA,1.25,NA
1105,Perciformes,Tripterygiidae,Grahamina capito,1.2,NA,1.2,NA
1106,Perciformes,Tripterygiidae,Grahamina gymnota,0.96,NA,0.96,NA
1107,Perciformes,Tripterygiidae,Grahamina nigripenne,1.18,NA,1.18,NA
1108,Perciformes,Tripterygiidae,Karalepis stewarti,1.19,NA,1.19,NA
1109,Perciformes,Tripterygiidae,Notoclinops segmentatus,1.1,NA,1.1,NA
1110,Perciformes,Tripterygiidae,Notoclinops yaldwyni,1.12,NA,1.12,NA
1111,Perciformes,Tripterygiidae,Obliquichthys maryannae,1.23,NA,1.23,NA
1112,Perciformes,Tripterygiidae,Ruanoho decemdigitatus,1.15,NA,1.15,NA
1113,Perciformes,Tripterygiidae,Ruanoho whero,1.28,NA,1.28,NA
1114,Perciformes,Tripterygiidae,Tripterygion tripteronotus,0.88,NA,0.88,NA
1115,Perciformes,Tripterygiidae,Ucla xenogrammus,0.82,NA,0.82,NA
1116,Perciformes,Uranoscopidae,Kathetostoma canaster,0.68,NA,0.68,NA
1117,Perciformes,Uranoscopidae,Uranoscopus sp.,0.77,NA,0.77,NA
1118,Perciformes,Xiphiidae,Xiphias gladius,0.77,NA,0.77,NA
1119,Perciformes,Zoarcidae,Bothrocara pusillum,0.8,NA,0.8,NA
1120,Perciformes,Zoarcidae,Gymnelus viridis,0.92,NA,0.92,NA
1121,Perciformes,Zoarcidae,Lycodes jugoricus,1.05,NA,1.05,NA
1122,Perciformes,Zoarcidae,Lycodes mucosus,1.02,NA,1.02,NA
1123,Perciformes,Zoarcidae,Lycodes pallidus,0.99,NA,0.99,NA
1124,Perciformes,Zoarcidae,Lycodes polaris,1.07,NA,1.07,NA
1125,Perciformes,Zoarcidae,Lycodes vahlii,0.95,NA,0.95,NA
1126,Perciformes,Zoarcidae,Lycoduchthys dearborni,1.345,NA,1.345,NA
1127,Perciformes,Zoarcidae,Pachycara brachycephalum,1.46,48,1.46,48
1128,Perciformes,Zoarcidae,Zoarces americanus,0.91,NA,0.91,NA
1129,Pleuronectiformes,Achiridae,Trinectes maculatus,0.65,NA,0.65,NA
1130,Pleuronectiformes,Bothidae,Psettina tosana,0.59,44,0.59,44
1131,Pleuronectiformes,Cynoglossidae,Cynoglossus bilineatus,0.62,NA,0.62,NA
1132,Pleuronectiformes,Cynoglossidae,Paraplagusia japonica,0.73,38,0.73,38
1133,Pleuronectiformes,Cynoglossidae,Symphurus atricaudus,1.1,NA,1.1,NA
1134,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,0.96,NA,0.96,NA
1135,Pleuronectiformes,Paralichthyidae,Etropus crossotus,1,NA,1,NA
1136,Pleuronectiformes,Paralichthyidae,Paralichthys californicus,0.8,NA,0.8,NA
1137,Pleuronectiformes,Paralichthyidae,Paralichthys dentatus,0.53,NA,0.53,NA
1138,Pleuronectiformes,Paralichthyidae,Paralichthys olivaceus,0.725,NA,0.725,NA
1139,Pleuronectiformes,Paralichthyidae,Pseudorhombus arsius,0.49,NA,0.49,NA
1140,Pleuronectiformes,Paralichthyidae,Pseudorhombus jenynsii,0.54,NA,0.54,NA
1141,Pleuronectiformes,Paralichthyidae,Xystreurys liolepis,0.775,NA,0.775,NA
1142,Pleuronectiformes,Pleuronectidae,Atheresthes evermanni,0.78,NA,0.78,NA
1143,Pleuronectiformes,Pleuronectidae,Atheresthes stomias,0.71,NA,0.71,NA
1144,Pleuronectiformes,Pleuronectidae,Eopsetta jordani,0.75,NA,0.75,NA
1145,Pleuronectiformes,Pleuronectidae,Glyptocephalus zachirus,0.8,NA,0.8,NA
1146,Pleuronectiformes,Pleuronectidae,Hippoglossoides elassodon,0.78,NA,0.78,NA
1147,Pleuronectiformes,Pleuronectidae,Hippoglossoides platessoides,0.84,NA,0.84,NA
1148,Pleuronectiformes,Pleuronectidae,Hippoglossus hippoglossus,0.73,NA,0.73,NA
1149,Pleuronectiformes,Pleuronectidae,Hippoglossus stenolepis,0.84,NA,0.84,NA
1150,Pleuronectiformes,Pleuronectidae,Lepidopsetta bilineata,0.72,NA,0.72,NA
1151,Pleuronectiformes,Pleuronectidae,Limanda aspera,0.81,NA,0.81,NA
1152,Pleuronectiformes,Pleuronectidae,Limanda ferruginea,0.77,NA,0.77,NA
1153,Pleuronectiformes,Pleuronectidae,Lyopsetta exilis,0.73,48,0.73,48
1154,Pleuronectiformes,Pleuronectidae,Microstomus pacificus,0.97,NA,0.97,NA
1155,Pleuronectiformes,Pleuronectidae,Parophrys vetula,0.65,NA,0.65,NA
1156,Pleuronectiformes,Pleuronectidae,Platichthys bicoloratus,0.65,48,0.65,48
1157,Pleuronectiformes,Pleuronectidae,Platichthys stellatus,0.66,NA,0.66,NA
1158,Pleuronectiformes,Pleuronectidae,Pleuronectes americanus,0.7,NA,0.7,NA
1159,Pleuronectiformes,Pleuronectidae,Pleuronectes platessus,0.39,48,0.39,48
1160,Pleuronectiformes,Pleuronectidae,Pleuronichthys cornutus,0.59,48,0.59,48
1161,Pleuronectiformes,Pleuronectidae,Pleuronichthys verticalis,0.67,48,0.67,48
1162,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes americanus,0.725,NA,0.725,NA
1163,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes yokohamae,0.67,48,0.67,48
1164,Pleuronectiformes,Pleuronectidae,Reinhardtius evermanni,0.71,NA,0.71,NA
1165,Pleuronectiformes,Pleuronectidae,Rhombosolea tapirina,0.55,NA,0.55,NA
1166,Pleuronectiformes,Psettodidae,Psettodes erumei,0.71,NA,0.71,NA
1167,Pleuronectiformes,Scophthalmidae,Scophthalmus aquosus,0.65,NA,0.65,NA
1168,Pleuronectiformes,Scophthalmidae,Scophthalmus maximus,0.86,NA,0.86,NA
1169,Pleuronectiformes,Soleidae,Pardachirus pavoninus,1.04,NA,1.04,NA
1170,Pleuronectiformes,Soleidae,Solea solea,0.73,42,0.73,42
1171,Pleuronectiformes,Soleidae,Soleichthys heterorhinos,0.73,NA,0.73,NA
1172,Pleuronectiformes,Soleidae,Synaptura nigra,0.95,NA,0.95,NA
1173,Polypteriformes,Polypteridae,Erpetoichthys calabaricus,4.715,NA,4.715,NA
1174,Polypteriformes,Polypteridae,Polypterus bichir bichir,5.975,NA,5.975,NA
1175,Polypteriformes,Polypteridae,Polypterus palmas palmas,4.77,NA,4.77,NA
1176,Polypteriformes,Polypteridae,Polypterus sp.,4.7,NA,4.7,NA
1177,Salmoniformes,Salmonidae,Coregonus artedi,3.25,NA,3.25,NA
1178,Salmoniformes,Salmonidae,Coregonus autumnalis autumnalis,3.11,NA,3.11,NA
1179,Salmoniformes,Salmonidae,Coregonus clupeaformis,2.94,NA,2.94,NA
1180,Salmoniformes,Salmonidae,Coregonus fera,2.88,NA,2.88,NA
1181,Salmoniformes,Salmonidae,Coregonus hoyi,2.77,80,2.77,80
1182,Salmoniformes,Salmonidae,Coregonus kiyi,3.29,NA,3.29,NA
1183,Salmoniformes,Salmonidae,Coregonus macropthalmus,3.02,NA,3.02,NA
1184,Salmoniformes,Salmonidae,Coregonus nasus,3.54,96,3.54,96
1185,Salmoniformes,Salmonidae,Coregonus reighardi,3.01,80,3.01,80
1186,Salmoniformes,Salmonidae,Coregonus zenithicus,2.63,80,2.63,80
1187,Salmoniformes,Salmonidae,Oncorhynchus aguabonita,2.52,NA,2.52,NA
1188,Salmoniformes,Salmonidae,Oncorhynchus clarki bouvieri,2.52,64,2.52,64
1189,Salmoniformes,Salmonidae,Oncorhynchus clarki clarki,2.62,64,2.62,64
1190,Salmoniformes,Salmonidae,Oncorhynchus gorbuscha,2.4,NA,2.4,NA
1191,Salmoniformes,Salmonidae,Oncorhynchus keta,2.63,NA,2.64,NA
1192,Salmoniformes,Salmonidae,Oncorhynchus kisutch,2.883333333,NA,3,NA
1193,Salmoniformes,Salmonidae,Oncorhynchus masou,2.63,NA,2.53,NA
1194,Salmoniformes,Salmonidae,Oncorhynchus masou macrostomus,2.96,66,2.96,66
1195,Salmoniformes,Salmonidae,Oncorhynchus masou rhodurus,2.16,66,2.16,66
1196,Salmoniformes,Salmonidae,Oncorhynchus mykiss,2.651666667,NA,2.75,NA
1197,Salmoniformes,Salmonidae,Oncorhynchus nerka,2.923333333,NA,2.96,NA
1198,Salmoniformes,Salmonidae,Oncorhynchus sp.,3.21,NA,3.21,NA
1199,Salmoniformes,Salmonidae,Oncorhynchus tshawytscha,2.776666667,NA,2.58,NA
1200,Salmoniformes,Salmonidae,Prosopium coulteri,2.53,82,2.53,82
1201,Salmoniformes,Salmonidae,Prosopium cylindraceum,2.23,NA,2.23,NA
1202,Salmoniformes,Salmonidae,Salmo fibreni,3.18,NA,3.18,NA
1203,Salmoniformes,Salmonidae,Salmo salar,3.116666667,NA,3.1,NA
1204,Salmoniformes,Salmonidae,Salmo salar (3x),4.9,NA,4.9,NA
1205,Salmoniformes,Salmonidae,Salmo trutta fario,3.025,NA,3.025,NA
1206,Salmoniformes,Salmonidae,Salmo trutta macrostigma,3.19,80,3.19,80
1207,Salmoniformes,Salmonidae,Salmo trutta trutta,2.858,NA,2.95,NA
1208,Salmoniformes,Salmonidae,Salvelinus alpinus,3.326666667,NA,3.36,NA
1209,Salmoniformes,Salmonidae,Salvelinus fontinalis,3.2175,NA,3.255,NA
1210,Salmoniformes,Salmonidae,Salvelinus leucomaenis leucomaenis,3.75,84,3.75,84
1211,Salmoniformes,Salmonidae,Salvelinus namaycush,3.04,NA,3.04,NA
1212,Salmoniformes,Salmonidae,Stenodus leucichthys,3.27,74,3.27,74
1213,Salmoniformes,Salmonidae,Thymallus arcticus,1.99,NA,1.99,NA
1214,Salmoniformes,Salmonidae,Thymallus thymallus,2.15,102,2.15,102
1215,Salmoniformes,Umbridae,Dallia pectoralis,1.26,78,1.26,78
1216,Salmoniformes,Umbridae,Novumbra hubbsi,1.04,48,1.04,48
1217,Salmoniformes,Umbridae,Umbra limi,2.593333333,NA,2.56,NA
1218,Salmoniformes,Umbridae,Umbra pygmaea,2.41,22,2.41,22
1219,Scorpaeniformes,Agonidae,Podothecus acipenserinus,0.75,NA,0.75,NA
1220,Scorpaeniformes,Agonidae,Ulcina olrikii,0.74,NA,0.74,NA
1221,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,0.775,NA,0.775,NA
1222,Scorpaeniformes,Cottidae,Alcichthys alcicornis,0.73,48,0.73,48
1223,Scorpaeniformes,Cottidae,Clinocottus analis,0.93,48,0.93,48
1224,Scorpaeniformes,Cottidae,Cottus bairdii,0.86,NA,0.86,NA
1225,Scorpaeniformes,Cottidae,Gymnocanthus intermedius,0.74,44,0.74,44
1226,Scorpaeniformes,Cottidae,Gymnocanthus tricuspis,0.77,NA,0.77,NA
1227,Scorpaeniformes,Cottidae,Icelinus filamentosus,0.9,NA,0.9,NA
1228,Scorpaeniformes,Cottidae,Icelus bicornis,0.75,NA,0.75,NA
1229,Scorpaeniformes,Cottidae,Icelus cataphractus,0.75,40,0.75,40
1230,Scorpaeniformes,Cottidae,Icelus spatula,0.8,NA,0.8,NA
1231,Scorpaeniformes,Cottidae,Myoxocephalus octodecemspinosus,0.935,NA,0.935,NA
1232,Scorpaeniformes,Cottidae,Myoxocephalus scorpius,1.33,NA,1.33,NA
1233,Scorpaeniformes,Cottidae,Triglops murrayii,0.68,NA,0.68,NA
1234,Scorpaeniformes,Cottidae,Triglops nybelini,0.78,NA,0.78,NA
1235,Scorpaeniformes,Cottidae,Triglopsis quadricornis,0.92,NA,0.92,NA
1236,Scorpaeniformes,Cyclopteridae,Cyclopteropsis jordani,0.85,NA,0.85,NA
1237,Scorpaeniformes,Cyclopteridae,Eumicrotremus spinosus,0.95,NA,0.95,NA
1238,Scorpaeniformes,Hemitripteridae,Hemitripterus americanus,0.92,NA,0.92,NA
1239,Scorpaeniformes,Hemitripteridae,Hemitripterus bolini,1.01,NA,1.01,NA
1240,Scorpaeniformes,Hexagrammidae,Hexagrammos decagrammus,0.84,NA,0.84,NA
1241,Scorpaeniformes,Hexagrammidae,Hexagrammos otakii,0.83,48,0.83,48
1242,Scorpaeniformes,Liparidae,Careproctus melanurus,0.76,NA,0.76,NA
1243,Scorpaeniformes,Liparidae,Liparis fabricii,0.91,NA,0.91,NA
1244,Scorpaeniformes,Liparidae,Liparis sp.,0.75,NA,0.75,NA
1245,Scorpaeniformes,Liparidae,Liparis tunicatus,0.88,NA,0.88,NA
1246,Scorpaeniformes,Platycephalidae,Elates ransonnetii,0.79,NA,0.79,NA
1247,Scorpaeniformes,Platycephalidae,Inegocia harrisii,0.91,NA,0.91,NA
1248,Scorpaeniformes,Platycephalidae,Neoplatycephalus richardsoni,0.72,NA,0.72,NA
1249,Scorpaeniformes,Platycephalidae,Platycephalus arenarius,0.8,NA,0.8,NA
1250,Scorpaeniformes,Platycephalidae,Platycephalus indicus,0.79,NA,0.79,NA
1251,Scorpaeniformes,Platycephalidae,Platycephalus laevigatus,0.83,NA,0.83,NA
1252,Scorpaeniformes,Platycephalidae,Platycephalus speculator,0.8,NA,0.8,NA
1253,Scorpaeniformes,Platycephalidae,Ratabulus diversidens,0.85,NA,0.85,NA
1254,Scorpaeniformes,Psychrolutidae,Malacocottus kincaidi,0.98,NA,0.98,NA
1255,Scorpaeniformes,Psychrolutidae,Psychrolutes marcidus,0.9,NA,0.9,NA
1256,Scorpaeniformes,Rhamphocottidae,Rhamphocottus richardsoni,1.1,NA,1.1,NA
1257,Scorpaeniformes,Scorpaenidae,Parascorpaena mossambica,1.4,NA,1.4,NA
1258,Scorpaeniformes,Scorpaenidae,Parascorpaena picta,1.45,NA,1.45,NA
1259,Scorpaeniformes,Scorpaenidae,Pterois antennata,1.01,NA,1.01,NA
1260,Scorpaeniformes,Scorpaenidae,Pterois volitans,0.99,NA,0.99,NA
1261,Scorpaeniformes,Scorpaenidae,Scorpaena brasiliensis,1.4,NA,1.4,NA
1262,Scorpaeniformes,Scorpaenidae,Scorpaena cardinalis,1.43,NA,1.43,NA
1263,Scorpaeniformes,Scorpaenidae,Scorpaena porcus,1.42,42,1.42,42
1264,Scorpaeniformes,Scorpaenidae,Scorpaenopsis oxycepgus,1.2,NA,1.2,NA
1265,Scorpaeniformes,Sebastidae,Helicolenus barathri,0.96,NA,0.96,NA
1266,Scorpaeniformes,Sebastidae,Helicolenus percoides,0.96,NA,0.96,NA
1267,Scorpaeniformes,Sebastidae,Sebastes alutus,0.95,NA,0.95,NA
1268,Scorpaeniformes,Sebastidae,Sebastes atlanticus,1.01,NA,1.01,NA
1269,Scorpaeniformes,Sebastidae,Sebastes dallii,1.1,NA,1.1,NA
1270,Scorpaeniformes,Sebastidae,Sebastes inermis,0.96,48,0.96,48
1271,Scorpaeniformes,Sebastidae,Sebastes paucispinis,0.96,NA,0.96,NA
1272,Scorpaeniformes,Sebastidae,Sebastes pinniger,0.97,NA,0.97,NA
1273,Scorpaeniformes,Sebastidae,Sebastes polyspinis,0.98,NA,0.98,NA
1274,Scorpaeniformes,Sebastidae,Sebastiscus marmoratus,0.92,48,0.92,48
1275,Scorpaeniformes,Sebastidae,Trachyscorpia capensis,0.94,NA,0.94,NA
1276,Scorpaeniformes,Synanceiidae,Minous monodactylus,0.57,NA,0.57,NA
1277,Scorpaeniformes,Synanceiidae,Synanceia verrucosa,0.89,NA,0.89,NA
1278,Scorpaeniformes,Tetrarogidae,Hypodytes rubripinnis,1.08,NA,1.08,NA
1279,Scorpaeniformes,Triglidae,Prionotus carolinus,0.99,NA,0.99,NA
1280,Scorpaeniformes,Triglidae,Prionotus scitulus,0.79,NA,0.79,NA
1281,Scorpaeniformes,Triglidae,Pterygotrigla polyommata,0.82,NA,0.82,NA
1282,Scorpaeniformes,Zaniolepididae,Zaniolepis latipinnis,0.93,NA,0.93,NA
1283,Siluriformes,Ariidae,Arius felis,2.25,54,2.25,54
1284,Siluriformes,Ariidae,Arius graeffei,2.47,NA,2.47,NA
1285,Siluriformes,Ariidae,Bagre marinus,2.4,54,2.4,54
1286,Siluriformes,Ariidae,Galeichthys feliceps,2.45,NA,2.45,NA
1287,Siluriformes,Bagridae,Auchenoglanis sp.,1.1,NA,1.1,NA
1288,Siluriformes,Bagridae,Bagrus docmak,1.1,NA,1.1,NA
1289,Siluriformes,Bagridae,Leiocassis poecilopterus,0.93,NA,0.93,NA
1290,Siluriformes,Bagridae,Parauchenoglanis guttatus,1.1,NA,1.1,NA
1291,Siluriformes,Bagridae,Pelteobagrus fulvidraco,1.006666667,NA,0.99,NA
1292,Siluriformes,Bagridae,Pelteobagrus nudiceps,0.92,56,0.92,56
1293,Siluriformes,Bagridae,Tachysurus fulvidraco,0.99,NA,0.99,NA
1294,Siluriformes,Callichthyidae,Aspidoras fuscoguttatus,0.76,44,0.76,44
1295,Siluriformes,Callichthyidae,Brochis splendens,1.17,100,1.17,100
1296,Siluriformes,Callichthyidae,Callichthys callichthys,1.453333333,NA,1.7,NA
1297,Siluriformes,Callichthyidae,Corydoras aeneus,1.6425,NA,1.69,NA
1298,Siluriformes,Callichthyidae,Corydoras aeneus (4x),3.94,128.6666667,4.12,132
1299,Siluriformes,Callichthyidae,Corydoras arcuatus,2.27,46,2.27,46
1300,Siluriformes,Callichthyidae,Corydoras barbatus,0.9,64,0.9,64
1301,Siluriformes,Callichthyidae,Corydoras elegans,3,50,3,50
1302,Siluriformes,Callichthyidae,Corydoras flaveolus,1.52,58,1.52,58
1303,Siluriformes,Callichthyidae,Corydoras julii,4.2,92,4.2,92
1304,Siluriformes,Callichthyidae,Corydoras macropterus,0.75,66,0.75,66
1305,Siluriformes,Callichthyidae,Corydoras melanistius,3.55,NA,3.55,NA
1306,Siluriformes,Callichthyidae,Corydoras metae,3.795,NA,3.795,NA
1307,Siluriformes,Callichthyidae,Corydoras myersi,2.3,56,2.3,56
1308,Siluriformes,Callichthyidae,Corydoras nattereri,1.79,40,1.79,40
1309,Siluriformes,Callichthyidae,Corydoras prionotos,0.71,77,0.71,77
1310,Siluriformes,Callichthyidae,Corydoras punctatus,2.9,46,2.9,46
1311,Siluriformes,Callichthyidae,Corydoras reticulatus,0.98,74,0.98,74
1312,Siluriformes,Callichthyidae,Corydoras schwartzi,2.39,46,2.39,46
1313,Siluriformes,Callichthyidae,Corydoras simulatus,0.65,62,0.65,62
1314,Siluriformes,Callichthyidae,Corydoras trilineatus,2.45,46,2.45,46
1315,Siluriformes,Callichthyidae,Corydoras undulatus,3,50,3,50
1316,Siluriformes,Callichthyidae,Dianema urostriatum,0.59,62,0.59,62
1317,Siluriformes,Callichthyidae,Hoplosternum sp.,0.68,60,0.68,60
1318,Siluriformes,Callichthyidae,Megalechis thoracata,1.58,NA,1.58,NA
1319,Siluriformes,Clariidae,Clarias batrachus,1.06,NA,1.06,NA
1320,Siluriformes,Clariidae,Clarias gariepinus,1.2,56,1.2,56
1321,Siluriformes,Diplomystidae,Diplomystes mesembrinus,1.29,56,1.29,56
1322,Siluriformes,Doradidae,Acanthodoras spinosissimus,1.6,NA,1.6,NA
1323,Siluriformes,Doradidae,Rhinodoras dorbignyi,1.73,58,1.73,58
1324,Siluriformes,Heptapteridae,Cetopsorhamdia iheringi,0.89,58,0.89,58
1325,Siluriformes,Heptapteridae,Heptapterus longicauda,1.11,52,1.11,52
1326,Siluriformes,Heptapteridae,Rhamdia quelen,1.04,58,1.04,58
1327,Siluriformes,Ictaluridae,Ameiurus melas,1.1,NA,1.1,NA
1328,Siluriformes,Ictaluridae,Ameiurus nebulosus,1.075,NA,1.075,NA
1329,Siluriformes,Ictaluridae,Ictalurus furcatus,1.03,NA,1.03,NA
1330,Siluriformes,Ictaluridae,Ictalurus punctatus,1.025,NA,1.025,NA
1331,Siluriformes,Ictaluridae,Pylodictis olivaris,1.07,NA,1.07,NA
1332,Siluriformes,Loricariidae,Ancistrus sp.,1.8,48,1.8,48
1333,Siluriformes,Loricariidae,Farlowella acus,1.49,NA,1.49,NA
1334,Siluriformes,Loricariidae,Hisonotus sp.1,1.33,54,1.33,54
1335,Siluriformes,Loricariidae,Hisonotus sp.2,0.89,54,0.89,54
1336,Siluriformes,Loricariidae,Hypostomus cf. ancistroides,1.59,68,1.59,68
1337,Siluriformes,Loricariidae,Hypostomus plecostomus,1.823333333,NA,1.79,NA
1338,Siluriformes,Loricariidae,Hypostomus sp.1,1.95,64,1.95,64
1339,Siluriformes,Loricariidae,Hypostomus sp.2,2.19,68,2.19,68
1340,Siluriformes,Loricariidae,Hypostomus sp.3,2.12,72,2.12,72
1341,Siluriformes,Loricariidae,Hypostomus sp.4,2.27,76,2.27,76
1342,Siluriformes,Loricariidae,Liposarcus anisitsi,1.98,52,1.98,52
