"","Phylum","Sub Phylum","Class","Order","Family","Species","CommonName","C-value","Chromnum","Method","Celltype","Stdsp","References","References"
"783","Chordata","Vertebrata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Culaea inconstans","Brook stickleback","0.67","46.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"784","Chordata","Vertebrata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Gasterosteus aculeatus aculeatus","Three-spined stickleback","0.58","","FCM","RBC","HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",""
"785","Chordata","Vertebrata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Gasterosteus aculeatus aculeatus","Three-spined stickleback","0.70","42.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"786","Chordata","Vertebrata","Osteichthyes","Gymnotiformes","Apteronotidae","Apteronotus albifrons","Black ghost","0.71","24.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"787","Chordata","Vertebrata","Osteichthyes","Gymnotiformes","Rhamphichthyidae","Rhamphichthys rostratus","Knifefish","0.93","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"788","Chordata","Vertebrata","Osteichthyes","Gymnotiformes","Sternopygidae","Eigenmannia sp.","Glass knifefish","1.00","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"789","Chordata","Vertebrata","Osteichthyes","Gymnotiformes","Sternopygidae","Gymnotus carapo","Banded knifefish","0.99","38.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"790","Chordata","Vertebrata","Osteichthyes","Gymnotiformes","Sternopygidae","Sternopygus macrurus","Longtail knifefish","0.99","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"791","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Lepidosirenidae","Lepidosiren paradoxa","South American lungfish","80.55","","FCM","RBC","HS, RT","Vinogradov, A.E. (2005).  Genome size and chromatin condensation in vertebrates.  Chromosoma 113: 362-369.",""
"792","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Lepidosirenidae","Lepidosiren paradoxa","South American lungfish","112.78","38.00","FD","RBC","MM","Pedersen, R.A. (1971). DNA content, ribosomal gene multiplicity, and cell size in fish. Journal of Experimental Zoology 177: 65-79.",""
"793","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Lepidosirenidae","Lepidosiren paradoxa","South American lungfish","117.92","","FD","RBC","RP","Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",""
"794","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Lepidosirenidae","Lepidosiren paradoxa","South American lungfish","123.90","","FD","RBC","HS","Ohno, S. and N.B. Atkin (1966). Comparative DNA values and chromosome complements of eight species of fishes. Chromosoma 18: 455-466.",""
"795","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus aethiopicus","Marbled lungfish","132.83","","FD","RBC","MM","Pedersen, R.A. (1971). DNA content, ribosomal gene multiplicity, and cell size in fish. Journal of Experimental Zoology 177: 65-79.",""
"796","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus aethiopicus congicus","Marbled lungfish","40.08","","FD","RBC","GD","Vervoort, A. (1980). Tetraploidy in Protopterus (Dipnoi). Experientia 36: 294-296.",""
"797","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus annectens annectens","African lungfish","40.46","34.00","FD","RBC","GD","Vervoort, A. (1980). Tetraploidy in Protopterus (Dipnoi). Experientia 36: 294-296.",""
"798","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus annectens annectens","African lungfish","62.60","","FCM","RBC","GD","Morescalchi, M.A., L. Rocco, and V. Stingo (2002).  Cytogenetic and molecular studies in a lungfish, Protopterus annectens (Osteichthyes, Dipnoi).  Gene 295: 279-287.",""
"799","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus dolloi","African lungfish","65.40","","FCM","RBC","HS, RT","Vinogradov, A.E. (2005).  Genome size and chromatin condensation in vertebrates.  Chromosoma 113: 362-369.",""
"800","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus dolloi","African lungfish","81.60","68.00","FD","RBC","GD","Vervoort, A. (1980). Tetraploidy in Protopterus (Dipnoi). Experientia 36: 294-296.",""
"801","Chordata","Vertebrata","Osteichthyes","Lepidosireniformes","Protopteridae","Protopterus sp.","African lungfish","50.00","","FD","RBC","GD","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",""
"802","Chordata","Vertebrata","Osteichthyes","Lepisosteiformes","Lepisosteidae","Atractosteus spatula","Alligator gar","1.20","","BFA","RBC","SP","Hinegardner, R. (1976a). The cellular DNA content of sharks, rays and some other fishes. Comparative Biochemistry and Physiology 55B: 367-370.",""
"803","Chordata","Vertebrata","Osteichthyes","Lepisosteiformes","Lepisosteidae","Lepisosteus oculatus","Spotted gar","1.39","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"804","Chordata","Vertebrata","Osteichthyes","Lepisosteiformes","Lepisosteidae","Lepisosteus oculatus","Spotted gar","1.40","68.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"805","Chordata","Vertebrata","Osteichthyes","Lepisosteiformes","Lepisosteidae","Lepisosteus oculatus","Spotted gar","1.44","","FD","RBC","HS","Ohno, S., J. Muramoto, C. Stenius, L. Christian, W.A. Kittrell, and N.B. Atkin (1969a). Microchromosomes in Holocephalian, Chondrostean and Holostean fishes. Chromosoma 26: 35-40.",""
"806","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Antennariidae","Antennarius ocellatus","Ocellated frogfish","0.78","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"807","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Lophiidae","Lophius americanus","American anglerfish","1.00","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"808","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Lophiidae","Lophius americanus","American anglerfish","1.03","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"809","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Ogcocephalidae","Ogcocephalus nausutus","Shortnose batfish","0.74","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"810","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Oneirodidae","Oneirodes acanthias","Spiny dreamer","1.00","","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"811","Chordata","Vertebrata","Osteichthyes","Lophiiformes","Tetrabranchiidae","Tetrabrachium ocellatum","Four-armed frogfish","0.76","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"812","Chordata","Vertebrata","Osteichthyes","Myctophiformes","Myctophidae","Lampanyctus ritteri","Broadfin lampfish","2.00","48.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"813","Chordata","Vertebrata","Osteichthyes","Myctophiformes","Myctophidae","Parvilux ingens","Lampfish","1.95","48.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"814","Chordata","Vertebrata","Osteichthyes","Myctophiformes","Myctophidae","Triphoturus mexicanus","Mexican lampfish","1.90","48.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"815","Chordata","Vertebrata","Osteichthyes","Myctophiformes","Neoscopelidae","Neoscopelus macrolepidotus","Large-scaled lantern fish","2.52","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"816","Chordata","Vertebrata","Osteichthyes","Myctophiformes","Neoscopelidae","Scopelengys tristis","Pacific blackchin","1.30","48.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"817","Chordata","Vertebrata","Osteichthyes","Ophidiiformes","Ophidiidae","Genypterus blacodes","Pink cusk-eel","0.60","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"818","Chordata","Vertebrata","Osteichthyes","Ophidiiformes","Ophidiidae","Genypterus chilensis","Red cusk-eel","0.47","","FIA","RBC","OM","Jara-Seguel, P., A. Ubilla, J. Estrada, D. Ramirez, and I. Valdebenito (2011). Nuclear DNA content in the red conger eel Genypterus chilensis (Guichenot, 1881) (Actinopterygii: Ophidiidae). Gayana 75: 198-200.",""
"819","Chordata","Vertebrata","Osteichthyes","Ophidiiformes","Ophidiidae","Ophidion scrippsae","Basketweave cusk-eel","0.68","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"820","Chordata","Vertebrata","Osteichthyes","Ophidiiformes","Ophidiidae","Ophidion welshi","Crested cusk-eel","0.84","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"821","Chordata","Vertebrata","Osteichthyes","Ophidiiformes","Ophidiidae","Sirembo imberbis","Cusk-eel","0.63","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"822","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Argentinidae","Argentina silus","Greater argentine","0.85","44.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"823","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Bathylagidae","Bathylagus milleri","Stout blacksmelt","3.15","60.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"824","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Bathylagidae","Bathylagus pacificus","Slender blacksmelt","3.20","","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"825","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Bathylagidae","Bathylagus wesethi","Snubnose blacksmelt","1.75","36.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"826","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Bathylagidae","Leuroglossus stilbius","California smoothtongue","1.70","64.00","FD","RBC","HS","Ebeling, A.W., N.B. Atkin, and P.Y. Setzer (1971). Genome sizes of teleostean fishes: increases in some deep-sea species. American Naturalist 105: 549-561.",""
"827","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Galaxiidae","Galaxias maculatus","Common galaxias","1.04","","FIA","RBC","OM","Jara-Seguel, P., I. Valdebenito, C. Palma-Rojas, and C. Rebolledo (2008). Nuclear DNA content in Galaxias maculatus (Teleostei: Osmeriformes: Galaxiidae). Latin American Journal of Aquatic Research 36: 87-91.",""
"828","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Galaxiidae","Galaxias maculatus","Inanga","1.04","22.00","FIA","RBC","OM","Jara-Seguel, P., I. Valdebenito, C. Palma-Rojas, C. Rebolledo (2008). Nuclear DNA content in Galaxias maculatus (Teleostei: Osmeriformes: Galaxiidae). Latin American Journal of Aquatic Research 36: 97-91.",""
"829","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Galaxiidae","Galaxias platei","Galaxias","0.89","","FIA","RBC","OM","Jara-Seguel, P., I. Valdebenito, and C. Palma-Rojas (2008). Contenido de AND nuclear en Galaxias platei (Steindachner, 1898) (Teleostei: Osmeriformes: Galaxiidae). Gayana 72: 196-201.",""
"830","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Galaxiidae","Galaxias platei","Tollo","1.10","","FIA","RBC","OM","Jara-Seguel, P., I. Valdebenito, and C. Palma-Rojas (2008). Contenido de ADN nuclear en Galaxias platei (Steindachner, 1898) (Teleostei: Osmeriformes: Galaxiidae). Gayana 72: 196-201.",""
"831","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Osmeridae","Hypomesus pretiosus","Surf smelt","0.74","50-52","FD","RBC","HS","Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.",""
"832","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Osmeridae","Osmerus eperlanus","European smelt","0.62","54-58","FCM","RBC","HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",""
"833","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Osmeridae","Osmerus mordax","Atlantic rainbow smelt","0.69","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"834","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Osmeridae","Spirinchus starksi","Night smelt","0.84","50.00","FD","RBC","HS","Ohno, S., J. Muramoto, J. Klein, and N.B. Atkin (1969b). Diploid-tetraploid relationship in clupeoid and salmonoid fish. In: Chromosomes Today, Vol. 2, edited by C.D. Darlington and K.R. Lewis. Oliver & Boyd, Edinburgh, pp.139-147.",""
"835","Chordata","Vertebrata","Osteichthyes","Osmeriformes","Osmeridae","Thaleichthys pacificus","Eulachon","0.68","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"836","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Mormyridae","Brienomyrus longianalis","Elephant fish","1.20","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"837","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Mormyridae","Gnathonemus petersii","Elephantnose fish","1.20","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"838","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Mormyridae","Mormyrus kannume","Elephantsnout fish","1.00","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"839","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Mormyridae","Pollimyrus nigricans","Elephant fish","1.00","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"840","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Notopteridae","Chitala chitala","Clown knifefish","1.08","42.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"841","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Notopteridae","Xenomystus nigri","African knifefish","1.30","42.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"842","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Osteoglossidae","Arapaima gigas","Arapaima","0.81","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"843","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Osteoglossidae","Arapaima gigas","Arapaima","0.98","56.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"844","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Osteoglossidae","Osteoglossum bicirrhosum","Arawana","0.88","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"845","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Osteoglossidae","Osteoglossum bicirrhosum","Arawana","1.00","56.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"846","Chordata","Vertebrata","Osteichthyes","Osteioglossiformes","Pantodontidae","Pantodon buchholzi","Freshwater butterflyfish","0.77","48.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"847","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus auranticavus","Orange-socket surgeonfish","0.63","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"848","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus blochii","Ringtail surgeonfish","1.00","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"849","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus chirurgus","Doctorfish","0.69","","FD","RBC","GD","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",""
"850","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus grammoptilus","Finelined surgeonfish","0.75","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"851","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus striatus","Striated surgeonfish","0.76","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"852","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Acanthurus triostegus","Convict surgeonfish","0.79","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"853","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Ctenochaetus striatus","Striated surgeonfish","0.84","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"854","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Zebrasoma scopas","Twotone tang","0.72","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"855","Chordata","Vertebrata","Osteichthyes","Perciformes","Acanthuridae","Zebrasoma veliferum","Sailfin tang","0.71","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"856","Chordata","Vertebrata","Osteichthyes","Perciformes","Ambassidae","Ambassis elongatus","Yellowfin glassfish","0.56","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"857","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon bandanensis","Bigeye cardinalfish","0.94","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"858","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon cookii","Cook's cardinalfish","1.11","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"859","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon cyanosoma","Yellowstriped cardinalfish","1.02","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"860","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon doederleini","Doederlein's cardinalfish","1.18","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"861","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon endetakaena","Candystripe cardinalfish","1.03","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"862","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon guamensis","Guam cardinalfish","1.30","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"863","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon kallopterus","Iridescent cardinalfish","0.81","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",""
"864","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon kiensis","Rifle cardinal","1.13","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"865","Chordata","Vertebrata","Osteichthyes","Perciformes","Apogonidae","Apogon lineatus","Indian perch","1.43","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
